createdat,productname,consumption,revenue
2019-11-21,ÖkoStrom 2,11800,345789.9500000000
2019-11-21,ÖkoStrom 3,17056,496396.0300000000
2019-11-22,ÖkoGas 1,42100,216872.1600000000
2019-11-22,ÖkoStrom 1,18100,541258.5300000000
2019-11-22,ÖkoStrom 2,9200,269599.9600000000
2019-11-22,ÖkoStrom 3,9000,261937.9600000000
2019-11-23,ÖkoGas 1,9500,48939.2900000000
2019-11-23,ÖkoStrom 1,14800,442578.7400000000
2019-11-23,ÖkoStrom 2,20100,589009.9200000000
2019-11-23,ÖkoStrom 3,23100,672295.4100000000
2019-11-24,ÖkoGas 1,21300,109723.5800000000
2019-11-24,ÖkoStrom 1,12500,373798.9500000000
2019-11-24,ÖkoStrom 2,20100,589009.9200000000
2019-11-24,ÖkoStrom 3,12500,363797.4500000000
2019-11-25,ÖkoGas 1,20300,104573.5800000000
2019-11-25,ÖkoStrom 1,12700,379778.9500000000
2019-11-25,ÖkoStrom 2,15300,448349.9400000000
2019-11-25,ÖkoStrom 3,14900,433646.9400000000
2019-11-26,ÖkoGas 1,10200,52544.2900000000
2019-11-26,ÖkoStrom 1,6800,203349.3700000000
2019-11-26,ÖkoStrom 2,17600,515749.9300000000
2019-11-26,ÖkoStrom 3,12800,372527.4500000000
2019-11-27,ÖkoGas 1,48400,249331.4500000000
2019-11-27,ÖkoStrom 1,14100,421648.7400000000
2019-11-27,ÖkoStrom 2,11800,345789.9500000000
2019-11-27,ÖkoStrom 3,16100,468576.4300000000
2019-11-28,ÖkoGas 1,29800,153512.8700000000
2019-11-28,ÖkoStrom 1,16000,478458.7400000000
2019-11-28,ÖkoStrom 2,17400,509889.9300000000
2019-11-28,ÖkoStrom 3,15200,442376.9400000000
2019-11-29,ÖkoStrom 1,19000,568178.3200000000
2019-11-29,ÖkoStrom 2,16100,471799.9300000000
2019-11-29,ÖkoStrom 3,23100,672295.4100000000
2019-11-30,ÖkoGas 1,11000,56664.2900000000
2019-11-30,ÖkoStrom 1,12500,373798.9500000000
2019-11-30,ÖkoStrom 2,19000,556779.9200000000
2019-11-30,ÖkoStrom 3,20100,584985.9200000000
2019-12-01,ÖkoStrom 1,11800,352868.9500000000
2019-12-01,ÖkoStrom 2,15300,448349.9400000000
2019-12-01,ÖkoStrom 3,7700,224098.4700000000
2019-12-02,ÖkoGas 1,20100,103543.5800000000
2019-12-02,ÖkoStrom 1,9900,296049.1600000000
2019-12-02,ÖkoStrom 2,12400,363369.9500000000
2019-12-02,ÖkoStrom 3,19200,558795.9200000000
2019-12-03,ÖkoGas 1,27700,142697.8700000000
2019-12-03,ÖkoStrom 1,14200,424638.7400000000
2019-12-03,ÖkoStrom 2,17200,504029.9300000000
2019-12-03,ÖkoStrom 3,14500,422006.9400000000
2019-12-04,ÖkoGas 1,49500,254996.4500000000
2019-12-04,ÖkoStrom 1,11900,355858.9500000000
2019-12-04,ÖkoStrom 2,21600,632969.9100000000
2019-12-04,ÖkoStrom 3,12600,366707.4500000000
2019-12-05,ÖkoGas 1,20100,103543.5800000000
2019-12-05,ÖkoStrom 1,9700,290069.1600000000
2019-12-05,ÖkoStrom 2,22800,668129.9100000000
2019-12-05,ÖkoStrom 3,11900,346337.4500000000
2019-12-06,ÖkoGas 1,20700,106633.5800000000
2019-12-06,ÖkoStrom 1,9600,287079.1600000000
2019-12-06,ÖkoStrom 2,7400,216849.9700000000
2019-12-06,ÖkoStrom 3,14800,430736.9400000000
2019-12-07,ÖkoStrom 1,11700,349878.9500000000
2019-12-07,ÖkoStrom 2,18700,547989.9200000000
2019-12-07,ÖkoStrom 3,7800,227008.4700000000
2019-12-08,ÖkoGas 1,10900,56149.2900000000
2019-12-08,ÖkoStrom 1,11800,352868.9500000000
2019-12-08,ÖkoStrom 2,10400,304759.9600000000
2019-12-08,ÖkoStrom 3,12300,357977.4500000000
2019-12-09,ÖkoGas 1,8800,45334.2900000000
2019-12-09,ÖkoStrom 1,14400,430618.7400000000
2019-12-09,ÖkoStrom 2,20300,594869.9200000000
2019-12-09,ÖkoStrom 3,14005,407602.4400000000
2019-12-10,ÖkoGas 1,11200,57694.2900000000
2019-12-10,ÖkoStrom 1,17500,523318.5300000000
2019-12-10,ÖkoStrom 2,11800,345789.9500000000
2019-12-10,ÖkoStrom 3,15000,436556.9400000000
2019-12-11,ÖkoGas 1,37100,191122.1600000000
2019-12-11,ÖkoStrom 1,16300,487438.5300000000
2019-12-11,ÖkoStrom 2,7300,213919.9700000000
2019-12-11,ÖkoStrom 3,10100,293947.9600000000
2019-12-12,ÖkoGas 1,50800,261691.4500000000
2019-12-12,ÖkoStrom 1,14900,445568.7400000000
2019-12-12,ÖkoStrom 2,20200,591939.9200000000
2019-12-12,ÖkoStrom 3,12900,375437.4500000000
2019-12-13,ÖkoGas 1,8700,44819.2900000000
2019-12-13,ÖkoStrom 1,14400,430618.7400000000
2019-12-13,ÖkoStrom 2,17500,512819.9300000000
2019-12-13,ÖkoStrom 3,17100,497676.4300000000
2019-12-14,ÖkoGas 1,17300,89123.5800000000
2019-12-14,ÖkoStrom 1,18800,562198.3200000000
2019-12-14,ÖkoStrom 2,12400,363369.9500000000
2019-12-14,ÖkoStrom 3,16600,483126.4300000000
2019-12-15,ÖkoGas 1,19800,101998.5800000000
2019-12-15,ÖkoStrom 1,19400,580138.3200000000
2019-12-15,ÖkoStrom 2,9600,281319.9600000000
2019-12-15,ÖkoStrom 3,19600,570435.9200000000
2019-12-16,ÖkoGas 1,22800,117448.5800000000
2019-12-16,ÖkoStrom 1,14500,433608.7400000000
2019-12-16,ÖkoStrom 2,19300,565569.9200000000
2019-12-16,ÖkoStrom 3,13400,389987.4500000000
2019-12-17,ÖkoGas 1,27400,141152.8700000000
2019-12-17,ÖkoStrom 1,13300,397718.9500000000
2019-12-17,ÖkoStrom 2,19800,580219.9200000000
2019-12-17,ÖkoStrom 3,9600,279397.9600000000
2019-12-18,ÖkoGas 1,39700,204512.1600000000
2019-12-18,ÖkoStrom 1,17200,514348.5300000000
2019-12-18,ÖkoStrom 2,12200,357509.9500000000
2019-12-18,ÖkoStrom 3,22200,646105.4100000000
2019-12-19,ÖkoGas 1,20900,107663.5800000000
2019-12-19,ÖkoStrom 1,16200,484448.5300000000
2019-12-19,ÖkoStrom 2,13000,380949.9500000000
2019-12-19,ÖkoStrom 3,17100,497676.4300000000
2019-12-20,ÖkoGas 1,18700,96333.5800000000
2019-12-20,ÖkoStrom 1,17035,509415.0300000000
2019-12-20,ÖkoStrom 2,15100,442489.9400000000
2019-12-20,ÖkoStrom 3,9600,279397.9600000000
2019-12-21,ÖkoGas 1,9900,50999.2900000000
2019-12-21,ÖkoStrom 1,10100,302029.1600000000
2019-12-21,ÖkoStrom 2,17300,506959.9300000000
2019-12-21,ÖkoStrom 3,17300,503496.4300000000
2019-12-22,ÖkoGas 1,44900,231306.4500000000
2019-12-22,ÖkoStrom 1,7400,221289.3700000000
2019-12-22,ÖkoStrom 2,13400,392679.9400000000
2019-12-22,ÖkoStrom 3,17263,502419.7300000000
2019-12-23,ÖkoGas 1,39800,205027.1600000000
2019-12-23,ÖkoStrom 1,23200,693768.1100000000
2019-12-23,ÖkoStrom 2,14600,427839.9400000000
2019-12-23,ÖkoStrom 3,20400,593715.9200000000
2019-12-24,ÖkoStrom 1,16300,487428.7400000000
2019-12-24,ÖkoStrom 2,15600,457139.9400000000
2019-12-24,ÖkoStrom 3,22000,640285.4100000000
2019-12-25,ÖkoGas 1,31700,163297.8700000000
2019-12-25,ÖkoStrom 1,20000,598078.3200000000
2019-12-25,ÖkoStrom 2,10600,310619.9600000000
2019-12-25,ÖkoStrom 3,14200,413276.9400000000
2019-12-26,ÖkoGas 1,21000,108178.5800000000
2019-12-26,ÖkoStrom 1,2800,83729.7900000000
2019-12-26,ÖkoStrom 2,9500,278389.9600000000
2019-12-26,ÖkoStrom 3,20400,593715.9200000000
2019-12-27,ÖkoGas 1,9100,46879.2900000000
2019-12-27,ÖkoStrom 1,20400,610038.3200000000
2019-12-27,ÖkoStrom 2,17400,509889.9300000000
2019-12-27,ÖkoStrom 3,17100,497676.4300000000
2019-12-28,ÖkoGas 1,20200,104058.5800000000
2019-12-28,ÖkoStrom 1,14400,430618.7400000000
2019-12-28,ÖkoStrom 2,7100,208059.9700000000
2019-12-28,ÖkoStrom 3,14800,430736.9400000000
2019-12-29,ÖkoGas 1,42700,219962.1600000000
2019-12-29,ÖkoStrom 1,14500,433608.7400000000
2019-12-29,ÖkoStrom 2,15100,442489.9400000000
2019-12-29,ÖkoStrom 3,14000,407456.9400000000
2019-12-30,ÖkoStrom 1,17200,514348.5300000000
2019-12-30,ÖkoStrom 2,20000,586079.9200000000
2019-12-30,ÖkoStrom 3,19900,579165.9200000000
2019-12-31,ÖkoGas 1,17900,92213.5800000000
2019-12-31,ÖkoStrom 1,14400,430618.7400000000
2019-12-31,ÖkoStrom 2,17400,509889.9300000000
2019-12-31,ÖkoStrom 3,19100,555885.9200000000
2020-01-01,ÖkoGas 1,38600,198847.1600000000
2020-01-01,ÖkoStrom 1,20300,607048.3200000000
2020-01-01,ÖkoStrom 2,6900,202199.9700000000
2020-01-01,ÖkoStrom 3,14700,427826.9400000000
2020-01-02,ÖkoGas 1,11800,60784.2900000000
2020-01-02,ÖkoStrom 1,11700,349878.9500000000
2020-01-02,ÖkoStrom 2,14700,430769.9400000000
2020-01-02,ÖkoStrom 3,19700,573345.9200000000
2020-01-03,ÖkoGas 1,11300,58209.2900000000
2020-01-03,ÖkoStrom 1,10100,302029.1600000000
2020-01-03,ÖkoStrom 2,12800,375089.9500000000
2020-01-03,ÖkoStrom 3,22570,656872.4100000000
2020-01-04,ÖkoGas 1,18400,94788.5800000000
2020-01-04,ÖkoStrom 1,20100,601068.3200000000
2020-01-04,ÖkoStrom 2,12500,366299.9500000000
2020-01-04,ÖkoStrom 3,13000,378347.4500000000
2020-01-05,ÖkoGas 1,37700,194212.1600000000
2020-01-05,ÖkoStrom 1,16000,478468.5300000000
2020-01-05,ÖkoStrom 2,16500,483519.9300000000
2020-01-05,ÖkoStrom 3,12700,369617.4500000000
2020-01-06,ÖkoGas 1,9600,49454.2900000000
2020-01-06,ÖkoStrom 1,24500,732647.9000000000
2020-01-06,ÖkoStrom 2,15700,460069.9400000000
2020-01-06,ÖkoStrom 3,14000,407456.9400000000
2020-01-07,ÖkoGas 1,27700,142697.8700000000
2020-01-07,ÖkoStrom 1,17600,526308.5300000000
2020-01-07,ÖkoStrom 2,18449,540635.6200000000
2020-01-07,ÖkoStrom 3,11300,328877.4500000000
2020-01-08,ÖkoGas 1,31200,160722.8700000000
2020-01-08,ÖkoStrom 1,11700,349878.9500000000
2020-01-08,ÖkoStrom 2,10000,293039.9600000000
2020-01-08,ÖkoStrom 3,17100,497676.4300000000
2020-01-09,ÖkoGas 1,10200,52544.2900000000
2020-01-09,ÖkoStrom 1,12200,364828.9500000000
2020-01-09,ÖkoStrom 2,13200,386809.9500000000
2020-01-09,ÖkoStrom 3,11900,346337.4500000000
2020-01-10,ÖkoGas 1,11300,58209.2900000000
2020-01-10,ÖkoStrom 1,10600,316979.1600000000
2020-01-10,ÖkoStrom 2,9200,269599.9600000000
2020-01-10,ÖkoStrom 3,11900,346337.4500000000
2020-01-11,ÖkoGas 1,20900,107663.5800000000
2020-01-11,ÖkoStrom 1,11500,343898.9500000000
2020-01-11,ÖkoStrom 2,11800,345789.9500000000
2020-01-11,ÖkoStrom 3,7100,206638.4700000000
2020-01-12,ÖkoGas 1,30800,158662.8700000000
2020-01-12,ÖkoStrom 1,13400,400708.9500000000
2020-01-12,ÖkoStrom 2,12400,363369.9500000000
2020-01-12,ÖkoStrom 3,15300,445286.9400000000
2020-01-13,ÖkoGas 1,11300,58209.2900000000
2020-01-13,ÖkoStrom 1,10400,310999.1600000000
2020-01-13,ÖkoStrom 2,17400,509889.9300000000
2020-01-13,ÖkoStrom 3,13900,404546.9400000000
2020-01-14,ÖkoGas 1,8800,45334.2900000000
2020-01-14,ÖkoStrom 1,20785,621549.8200000000
2020-01-14,ÖkoStrom 2,13800,404399.9400000000
2020-01-14,ÖkoStrom 3,12600,366707.4500000000
2020-01-15,ÖkoGas 1,32700,168447.8700000000
2020-01-15,ÖkoStrom 1,18400,550238.3200000000
2020-01-15,ÖkoStrom 2,22700,665199.9100000000
2020-01-15,ÖkoStrom 3,18300,532605.9200000000
2020-01-16,ÖkoGas 1,17800,91698.5800000000
2020-01-16,ÖkoStrom 1,16800,502388.5300000000
2020-01-16,ÖkoStrom 2,12200,357509.9500000000
2020-01-16,ÖkoStrom 3,12500,363797.4500000000
2020-01-17,ÖkoGas 1,22100,113843.5800000000
2020-01-17,ÖkoStrom 1,14900,445568.7400000000
2020-01-17,ÖkoStrom 2,13000,380949.9500000000
2020-01-17,ÖkoStrom 3,22900,666475.4100000000
2020-01-18,ÖkoGas 1,26000,133942.8700000000
2020-01-18,ÖkoStrom 1,16600,496408.5300000000
2020-01-18,ÖkoStrom 2,11900,348719.9500000000
2020-01-18,ÖkoStrom 3,16900,491856.4300000000
2020-01-19,ÖkoGas 1,17800,91698.5800000000
2020-01-19,ÖkoStrom 1,19000,568178.3200000000
2020-01-19,ÖkoStrom 2,10000,293039.9600000000
2020-01-19,ÖkoStrom 3,14300,416186.9400000000
2020-01-20,ÖkoGas 1,43200,222537.1600000000
2020-01-20,ÖkoStrom 1,15000,448558.7400000000
2020-01-20,ÖkoStrom 2,7400,216849.9700000000
2020-01-20,ÖkoStrom 3,21400,622825.4100000000
2020-01-21,ÖkoStrom 1,14500,433608.7400000000
2020-01-21,ÖkoStrom 2,19800,580219.9200000000
2020-01-21,ÖkoStrom 3,14300,416186.9400000000
2020-01-22,ÖkoGas 1,23700,122083.5800000000
2020-01-22,ÖkoStrom 1,20600,616018.3200000000
2020-01-22,ÖkoStrom 2,17500,512819.9300000000
2020-01-22,ÖkoStrom 3,14897,433559.6400000000
2020-01-23,ÖkoGas 1,38000,195757.1600000000
2020-01-23,ÖkoStrom 1,8900,266149.1600000000
2020-01-23,ÖkoStrom 2,12300,360439.9500000000
2020-01-23,ÖkoStrom 3,11900,346337.4500000000
2020-01-24,ÖkoGas 1,8400,43274.2900000000
2020-01-24,ÖkoStrom 1,9600,287079.1600000000
2020-01-24,ÖkoStrom 2,16800,492309.9300000000
2020-01-24,ÖkoStrom 3,14500,422006.9400000000
2020-01-25,ÖkoGas 1,30500,157117.8700000000
2020-01-25,ÖkoStrom 1,14400,430618.7400000000
2020-01-25,ÖkoStrom 2,16700,489379.9300000000
2020-01-25,ÖkoStrom 3,12300,357977.4500000000
2020-01-26,ÖkoGas 1,32700,168447.8700000000
2020-01-26,ÖkoStrom 1,22500,672838.1100000000
2020-01-26,ÖkoStrom 2,12600,369229.9500000000
2020-01-26,ÖkoStrom 3,15292,445054.1400000000
2020-01-27,ÖkoGas 1,29400,151452.8700000000
2020-01-27,ÖkoStrom 1,19800,592098.3200000000
2020-01-27,ÖkoStrom 2,15500,454209.9400000000
2020-01-27,ÖkoStrom 3,12200,355067.4500000000
2020-01-28,ÖkoStrom 1,20900,624988.3200000000
2020-01-28,ÖkoStrom 2,17700,518679.9300000000
2020-01-28,ÖkoStrom 3,21800,634465.4100000000
2020-01-29,ÖkoGas 1,39100,201422.1600000000
2020-01-29,ÖkoStrom 1,16300,487438.5300000000
2020-01-29,ÖkoStrom 2,12200,357509.9500000000
2020-01-29,ÖkoStrom 3,10700,311407.9600000000
2020-01-30,ÖkoGas 1,17700,91183.5800000000
2020-01-30,ÖkoStrom 1,24800,741617.9000000000
2020-01-30,ÖkoStrom 2,7200,210989.9700000000
2020-01-30,ÖkoStrom 3,11800,343427.4500000000
2020-01-31,ÖkoGas 1,9300,47909.2900000000
2020-01-31,ÖkoStrom 1,15300,457528.7400000000
2020-01-31,ÖkoStrom 2,11900,348719.9500000000
2020-01-31,ÖkoStrom 3,21100,614085.9200000000
2020-02-01,ÖkoGas 1,36800,189577.1600000000
2020-02-01,ÖkoStrom 1,15200,454538.7400000000
2020-02-01,ÖkoStrom 2,17300,506959.9300000000
2020-02-01,ÖkoStrom 3,19700,573345.9200000000
2020-02-02,ÖkoGas 1,31300,161237.8700000000
2020-02-02,ÖkoStrom 1,12800,382768.9500000000
2020-02-02,ÖkoStrom 2,25600,750179.9000000000
2020-02-02,ÖkoStrom 3,17000,494766.4300000000
2020-02-03,ÖkoGas 1,37300,192152.1600000000
2020-02-03,ÖkoStrom 1,14900,445568.7400000000
2020-02-03,ÖkoStrom 2,9900,290109.9600000000
2020-02-03,ÖkoStrom 3,10000,291037.9600000000
2020-02-04,ÖkoGas 1,9800,50484.2900000000
2020-02-04,ÖkoStrom 1,14300,427628.7400000000
2020-02-04,ÖkoStrom 2,18270,535380.9300000000
2020-02-04,ÖkoStrom 3,12100,352157.4500000000
2020-02-05,ÖkoGas 1,11900,61299.2900000000
2020-02-05,ÖkoStrom 1,9800,293059.1600000000
2020-02-05,ÖkoStrom 2,11500,336999.9500000000
2020-02-05,ÖkoStrom 3,24200,704314.9000000000
2020-02-06,ÖkoGas 1,18400,94788.5800000000
2020-02-06,ÖkoStrom 1,19900,595088.3200000000
2020-02-06,ÖkoStrom 2,19400,568499.9200000000
2020-02-06,ÖkoStrom 3,9800,285217.9600000000
2020-02-07,ÖkoGas 1,26700,137547.8700000000
2020-02-07,ÖkoStrom 1,22500,672838.1100000000
2020-02-07,ÖkoStrom 2,19600,574359.9200000000
2020-02-07,ÖkoStrom 3,22800,663565.4100000000
2020-02-08,ÖkoGas 1,20600,106118.5800000000
2020-02-08,ÖkoStrom 1,17000,508368.5300000000
2020-02-08,ÖkoStrom 2,5700,167029.9800000000
2020-02-08,ÖkoStrom 3,22600,657745.4100000000
2020-02-09,ÖkoGas 1,8600,44304.2900000000
2020-02-09,ÖkoStrom 1,17600,526308.5300000000
2020-02-09,ÖkoStrom 2,7000,205129.9700000000
2020-02-09,ÖkoStrom 3,9300,270667.9600000000
2020-02-10,ÖkoGas 1,18300,94273.5800000000
2020-02-10,ÖkoStrom 1,10000,299039.1600000000
2020-02-10,ÖkoStrom 2,14800,433699.9400000000
2020-02-10,ÖkoStrom 3,14365,418078.4400000000
2020-02-11,ÖkoGas 1,31100,160207.8700000000
2020-02-11,ÖkoStrom 1,9400,281099.1600000000
2020-02-11,ÖkoStrom 2,14600,427839.9400000000
2020-02-11,ÖkoStrom 3,20500,596625.9200000000
2020-02-12,ÖkoGas 1,17500,90153.5800000000
2020-02-12,ÖkoStrom 1,9400,281099.1600000000
2020-02-12,ÖkoStrom 2,7000,205129.9700000000
2020-02-12,ÖkoStrom 3,17100,497676.4300000000
2020-02-13,ÖkoGas 1,18900,97363.5800000000
2020-02-13,ÖkoStrom 1,14500,433608.7400000000
2020-02-13,ÖkoStrom 2,18600,545049.9300000000
2020-02-13,ÖkoStrom 3,12800,372527.4500000000
2020-02-14,ÖkoGas 1,11700,60269.2900000000
2020-02-14,ÖkoStrom 1,15300,457528.7400000000
2020-02-14,ÖkoStrom 2,11900,348719.9500000000
2020-02-14,ÖkoStrom 3,12000,349247.4500000000
2020-02-15,ÖkoGas 1,18600,95818.5800000000
2020-02-15,ÖkoStrom 1,20300,607048.3200000000
2020-02-15,ÖkoStrom 2,14900,436629.9400000000
2020-02-15,ÖkoStrom 3,14800,430736.9400000000
2020-02-16,ÖkoStrom 1,7000,209329.3700000000
2020-02-16,ÖkoStrom 2,17400,509889.9300000000
2020-02-16,ÖkoStrom 3,11700,340517.4500000000
2020-02-17,ÖkoGas 1,19700,101483.5800000000
2020-02-17,ÖkoStrom 1,20100,601068.3200000000
2020-02-17,ÖkoStrom 2,11900,348719.9500000000
2020-02-17,ÖkoStrom 3,15201,442406.0400000000
2020-02-18,ÖkoGas 1,20600,106118.5800000000
2020-02-18,ÖkoStrom 1,13000,388748.9500000000
2020-02-18,ÖkoStrom 2,12700,372159.9500000000
2020-02-18,ÖkoStrom 3,11900,346337.4500000000
2020-02-19,ÖkoGas 1,40800,210177.1600000000
2020-02-19,ÖkoStrom 1,12500,373798.9500000000
2020-02-19,ÖkoStrom 2,19700,577289.9200000000
2020-02-19,ÖkoStrom 3,14700,427826.9400000000
2020-02-20,ÖkoGas 1,8700,44819.2900000000
2020-02-20,ÖkoStrom 1,11400,340908.9500000000
2020-02-20,ÖkoStrom 2,4800,140659.9800000000
2020-02-20,ÖkoStrom 3,18200,529686.4300000000
2020-02-21,ÖkoGas 1,36500,188032.1600000000
2020-02-21,ÖkoStrom 1,12000,358848.9500000000
2020-02-21,ÖkoStrom 2,15800,462999.9400000000
2020-02-21,ÖkoStrom 3,11300,328877.4500000000
2020-02-22,ÖkoStrom 1,17000,508368.5300000000
2020-02-22,ÖkoStrom 2,19600,574359.9200000000
2020-02-22,ÖkoStrom 3,17200,500586.4300000000
2020-02-23,ÖkoGas 1,21200,109208.5800000000
2020-02-23,ÖkoStrom 1,15400,460518.7400000000
2020-02-23,ÖkoStrom 2,14400,421979.9400000000
2020-02-23,ÖkoStrom 3,12800,372527.4500000000
2020-02-24,ÖkoGas 1,30500,157117.8700000000
2020-02-24,ÖkoStrom 1,12400,370808.9500000000
2020-02-24,ÖkoStrom 2,17100,501099.9300000000
2020-02-24,ÖkoStrom 3,7000,203728.4700000000
2020-02-25,ÖkoStrom 1,15700,469488.7400000000
2020-02-25,ÖkoStrom 2,10600,310619.9600000000
2020-02-25,ÖkoStrom 3,18100,526776.4300000000
2020-02-26,ÖkoGas 1,20500,105603.5800000000
2020-02-26,ÖkoStrom 1,9300,278109.1600000000
2020-02-26,ÖkoStrom 2,15100,442489.9400000000
2020-02-26,ÖkoStrom 3,14300,416186.9400000000
2020-02-27,ÖkoGas 1,30000,154542.8700000000
2020-02-27,ÖkoStrom 1,19701,589138.2200000000
2020-02-27,ÖkoStrom 2,17800,521609.9300000000
2020-02-27,ÖkoStrom 3,14200,413276.9400000000
2020-02-28,ÖkoGas 1,22500,115903.5800000000
2020-02-28,ÖkoStrom 1,24300,726667.9000000000
2020-02-28,ÖkoStrom 2,14600,427839.9400000000
2020-02-28,ÖkoStrom 3,11800,343427.4500000000
2020-02-29,ÖkoGas 1,23000,118478.5800000000
2020-02-29,ÖkoStrom 1,20000,598078.3200000000
2020-02-29,ÖkoStrom 2,15300,448349.9400000000
2020-02-29,ÖkoStrom 3,12775,371799.9500000000
2020-03-01,ÖkoGas 1,31100,160207.8700000000
2020-03-01,ÖkoStrom 1,8000,239229.3700000000
2020-03-01,ÖkoStrom 2,12900,378019.9500000000
2020-03-01,ÖkoStrom 3,18200,529686.4300000000
2020-03-02,ÖkoGas 1,18600,95818.5800000000
2020-03-02,ÖkoStrom 1,9700,290069.1600000000
2020-03-02,ÖkoStrom 2,14300,419049.9400000000
2020-03-02,ÖkoStrom 3,12700,369617.4500000000
2020-03-03,ÖkoGas 1,51200,263751.4500000000
2020-03-03,ÖkoStrom 1,13300,397728.7400000000
2020-03-03,ÖkoStrom 2,2400,70329.9900000000
2020-03-03,ÖkoStrom 3,9300,270667.9600000000
2020-03-04,ÖkoGas 1,17800,91698.5800000000
2020-03-04,ÖkoStrom 1,17300,517338.5300000000
2020-03-04,ÖkoStrom 2,14000,410259.9400000000
2020-03-04,ÖkoStrom 3,10100,293947.9600000000
2020-03-05,ÖkoGas 1,8200,42244.2900000000
2020-03-05,ÖkoStrom 1,17200,514348.5300000000
2020-03-05,ÖkoStrom 2,12000,351649.9500000000
2020-03-05,ÖkoStrom 3,14000,407456.9400000000
2020-03-06,ÖkoGas 1,30600,157632.8700000000
2020-03-06,ÖkoStrom 1,14800,442578.7400000000
2020-03-06,ÖkoStrom 2,27400,802929.8900000000
2020-03-06,ÖkoStrom 3,15600,454016.9400000000
2020-03-07,ÖkoStrom 1,15600,466498.7400000000
2020-03-07,ÖkoStrom 2,14300,419049.9400000000
2020-03-07,ÖkoStrom 3,22692,660422.6100000000
2020-03-08,ÖkoGas 1,10400,53574.2900000000
2020-03-08,ÖkoStrom 1,20000,598078.3200000000
2020-03-08,ÖkoStrom 2,17200,504029.9300000000
2020-03-08,ÖkoStrom 3,22000,640285.4100000000
2020-03-09,ÖkoGas 1,17300,89123.5800000000
2020-03-09,ÖkoStrom 1,14700,439588.7400000000
2020-03-09,ÖkoStrom 2,25100,735529.9000000000
2020-03-09,ÖkoStrom 3,15100,439466.9400000000
2020-03-10,ÖkoGas 1,17900,92213.5800000000
2020-03-10,ÖkoStrom 1,12100,361838.9500000000
2020-03-10,ÖkoStrom 2,15100,442489.9400000000
2020-03-10,ÖkoStrom 3,20000,582075.9200000000
2020-03-11,ÖkoGas 1,19200,98908.5800000000
2020-03-11,ÖkoStrom 1,9718,290607.3600000000
2020-03-11,ÖkoStrom 2,14500,424909.9400000000
2020-03-11,ÖkoStrom 3,12100,352157.4500000000
2020-03-12,ÖkoGas 1,12000,61814.2900000000
2020-03-12,ÖkoStrom 1,7600,227269.3700000000
2020-03-12,ÖkoStrom 2,20200,591939.9200000000
2020-03-12,ÖkoStrom 3,9600,279397.9600000000
2020-03-13,ÖkoGas 1,32200,165872.8700000000
2020-03-13,ÖkoStrom 1,15200,454538.7400000000
2020-03-13,ÖkoStrom 2,10200,298899.9600000000
2020-03-13,ÖkoStrom 3,17000,494766.4300000000
2020-03-14,ÖkoGas 1,43400,223567.1600000000
2020-03-14,ÖkoStrom 1,14500,433608.7400000000
2020-03-14,ÖkoStrom 2,12600,369229.9500000000
2020-03-14,ÖkoStrom 3,16400,477306.4300000000
2020-03-15,ÖkoStrom 1,4300,128589.5800000000
2020-03-15,ÖkoStrom 2,17300,506959.9300000000
2020-03-15,ÖkoStrom 3,9500,276487.9600000000
2020-03-16,ÖkoGas 1,9000,46364.2900000000
2020-03-16,ÖkoStrom 1,17200,514348.5300000000
2020-03-16,ÖkoStrom 2,12300,360439.9500000000
2020-03-16,ÖkoStrom 3,13570,394943.9400000000
2020-03-17,ÖkoGas 1,16500,85003.5800000000
2020-03-17,ÖkoStrom 1,17000,508368.5300000000
2020-03-17,ÖkoStrom 2,12000,351649.9500000000
2020-03-17,ÖkoStrom 3,10400,302677.9600000000
2020-03-18,ÖkoGas 1,31100,160207.8700000000
2020-03-18,ÖkoStrom 1,20300,607048.3200000000
2020-03-18,ÖkoStrom 2,4900,143589.9800000000
2020-03-18,ÖkoStrom 3,13300,387077.4500000000
2020-03-19,ÖkoGas 1,42000,216357.1600000000
2020-03-19,ÖkoStrom 1,22300,666858.1100000000
2020-03-19,ÖkoStrom 2,15000,439559.9400000000
2020-03-19,ÖkoStrom 3,9600,279397.9600000000
2020-03-20,ÖkoGas 1,44500,229246.4500000000
2020-03-20,ÖkoStrom 1,12500,373798.9500000000
2020-03-20,ÖkoStrom 2,16700,489379.9300000000
2020-03-20,ÖkoStrom 3,20070,584112.9200000000
2020-03-21,ÖkoGas 1,9500,48939.2900000000
2020-03-21,ÖkoStrom 1,11305,338068.4500000000
2020-03-21,ÖkoStrom 2,7500,219779.9700000000
2020-03-21,ÖkoStrom 3,9900,288127.9600000000
2020-03-22,ÖkoGas 1,46900,241606.4500000000
2020-03-22,ÖkoStrom 1,9800,293059.1600000000
2020-03-22,ÖkoStrom 2,14700,430769.9400000000
2020-03-22,ÖkoStrom 3,17600,512226.4300000000
2020-03-23,ÖkoGas 1,10000,51514.2900000000
2020-03-23,ÖkoStrom 1,12600,376788.9500000000
2020-03-23,ÖkoStrom 2,19500,571429.9200000000
2020-03-23,ÖkoStrom 3,17600,512226.4300000000
2020-03-24,ÖkoStrom 1,15400,460518.7400000000
2020-03-24,ÖkoStrom 2,11900,348719.9500000000
2020-03-24,ÖkoStrom 3,19000,552975.9200000000
2020-03-25,ÖkoGas 1,40200,207087.1600000000
